NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
SUBBOTIN;Cratère;;Mikhail F. Subbotin;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;URSS;soviétique;20;20 ème siècle;??;1893;??;1966;??;135,3;135,3 ° Est;-29,2;29,2 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;67;67;39;39;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
SUMNER;Cratère;;Thomas H. Sumner;UAI 1991 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Géographe;Etats-Unis;américain;19;19 ème siècle:;??;1807;??;1876;??;108,7;108,7 ° Est;37,5;37,5 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-181-H1;50;50;29;29;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
SUNDMAN;Cratère;;K. F. Sundman;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Finlande;finlandais;20;20 ème siècle;??;1873;??;1949;??;-91,6;91,6 ° Ouest;10,8;10,8 ° Nord;Nord-Ouest;;VIII;Röntgen;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;IV-188-H2;40;40;24;24;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;14;Pleine Lune;6 jours après le Dernier Quartier;30;Jumelles x10;Lunette 50 mm
SWANN;Cratère;;William F. G. Swann;UAI 1997 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Etats-Unis;américain;20;20 ème siècle;??;1884;??;1962;??;112,7;112,7 ° Est;52;52 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;42;42;25;25;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
SZILARD;Cratère;;Leo Szilard;UAI 1979 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Etats-Unis;américain;20;20 ème siècle;Budapest;1898;La Jolla;1964;Collaborateur de Fermi. Pionnier de la construction de la première pile atomique. Découvreur du mode de production de neutrons par bombardement gamma du béryllium.;105,7;105,7 ° Est;34;34 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-181-M;122;122;72;72;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TAMM;Cratère;;Igor Ievguenievitch Tamm;UAI 1961 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;URSS;soviétique;20;20 ème siècle;Vladivostok;1895;Moscou;1971;Pionnier de la fusion thermonucléaire. Auteur de la théorie de l'effet Tcherenkov avec Frank. Prix Nobel en 1958 avec Frank et Tcherenkov.;146,4;146,4 ° Est;-4,4;4,4 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;I-115-H1;38;38;22;22;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TEISSERENC;Cratère;;Leon-Philippe Teisserenc de Bort;UAI 1973 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Météorologue;France;français;19;19 ème siècle:;Paris;1855;Cannes;1913;Développeur de l'utilisation des ballons-sondes. Découvreur de la stratosphère.;-135,9;135,9 ° Ouest;32,2;32,2 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-031-H3 V-028-H2;62;62;36;36;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TEN BRUGGENCATE;Cratère;;P. Ten Bruggencate;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Allemagne;allemand;20;20 ème siècle;??;1901;??;1961;??;134,4;134,4 ° Est;-9,5;9,5 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;I-136-M;59;59;35;35;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TERESHKOVA;Cratère;;Valentina Vladimirovna Tereshkova;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Cosmonaute;URSS;soviétique;20;20 ème siècle;??;1937;??;Vivante;Première femme dans l'espace. Pilote de la mission Vostok 3.;144,3;144,3 ° Est;28,4;28,4 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;31;31;18;18;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TESLA;Cratère;;Nikola Tesla;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;Etats-Unis;américain;20;20 ème siècle;Smiljan;1856;New York;1943;Spécialiste de l'électricité. Inventeur d'un moteur asynchrone. Etude des courants à haute fréquence.;124,7;124,7 ° Est;38,5;38,5 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-158-H2 V-163-M V-163-H2 V-158-M;43;43;25;25;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
THIEL;Cratère;;Walter Thiel;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;Allemagne;allemand;20;20 ème siècle;??;1910;??;1943;Concepteur de fusées.;-134,5;134,5 ° Ouest;40,7;40,7 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-028-H3;32;32;19;19;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
THIESSEN;Cratère;;E. Thiessen;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Allemagne;allemand;20;20 ème siècle;??;1914;??;1961;??;-169;169 ° Ouest;75,4;75,4 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-029-M;66;66;39;39;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
THOMSON;Cratère;;Sir Joseph John Thomson;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Royaume Uni;britannique;20;20 ème siècle;Cheetham Hill;1856;Cambridge;1940;Inventeur du spectrographe de masse. Découvreur de la valeur du rapport e/m de l'électron en 1897. Président de la Société Royale en 1916. Prix Nobel en 1906.;166,2;166,2 ° Est;-32,7;32,7 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;II-075-M;117;117;69;69;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TIKHOMIROV;Cratère;;Nikolaj I. Tikhomirov;UAI 1973 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Chimiste;URSS;soviétique;20;20 ème siècle;??;1860;??;1930;??;162;162 ° Est;25,2;25,2 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;65;65;38;38;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TIKHOV;Cratère;;Gavrill A. Tikhov;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;URSS;soviétique;20;20 ème siècle;??;1875;??;1960;??;171,7;171,7 ° Est;62,3;62,3 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-053-M;83;83;49;49;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TILING;Cratère;;Reinhold Tiling;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;Allemagne;allemand;20;20 ème siècle;??;1890;??;1933;Concepteur de fusées.;-132,6;132,6 ° Ouest;-53,1;53,1 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;38;38;22;22;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TIMIRYAZEV;Cratère;;Kliment A. Timiryazev;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Biologiste;Russie;russe;20;20 ème siècle;Saint Pétersbourg;1843;Moscou;1920;Partisan de Darwin. Découvreur de l'action de la chlorophylle.;-147;147 ° Ouest;-5,5;5,5 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-030-H3 I-040-H2 I-028-M I-040-M;53;53;31;31;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TISELIUS;Cratère;;Arne Wilhelm Kaurin Tiselius;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Chimiste;Suède;suédois;20;20 ème siècle;Stockholm;1902;Uppsala;1971;Découvreur de plusieurs protéines du sang et du lait. Séparation des acides aminés. Prix Nobel en 1948.;176,5;176,5 ° Est;7;7 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;II-034-M;53;53;31;31;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TITIUS;Cratère;;Johann D.;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Allemagne;allemand;18;18 ème siècle:;Konitz;1729;Wittenberg;1796;Co-auteur d'une loi empirique sur l'orbite des planètes en 1766 et confirmée par Bode en 1772. ;100,7;100,7 ° Est;-26,8;26,8 ° Sud;Sud-Est;;IV;Curie;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;73;73;43;43;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
TITOV;Cratère;;German S. Titov;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Cosmonaute;URSS;soviétique;20;20 ème siècle;??;1935;Vivant;;Deuxième homme à avoir volé dans l'espace le 1962 dans la cabine Vostok 2..;150,5;150,5 ° Est;28,6;28,6 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;31;31;18;18;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TOLSTOY;Cratère;;Léon Tolstoï;UAI 19XX ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ecrivain;Russie;russe;19;19 ème siècle;Iasnaïa Poliana;1828;Astapovo;1910;"Auteur de nombreux romans dont ""Anna Karenine"" et ""Guerre et paix"".";93,3;93,3 ° Est;-4,2;4,2 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;52;52;31;31;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
TRUMPLER;Cratère;;Robert J. Trumpler;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;20;20 ème siècle;??;1866;??;1956;??;167,1;167,1 ° Est;29,3;29,3 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-079-H1 V-079-M V-085-M;77;77;45;45;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TSANDER;Cratère;;Friedrich A. Tsander (Zander);UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;URSS;soviétique;20;20 ème siècle;??;1887;??;1939;Concepteur de fusées.;-149,3;149,3 ° Ouest;6,2;6,2 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-030-H3 I-039-M I-035-M V-032-M I-040-M;181;181;106;106;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TSERASKIY;Cratère;;Vitol'd K. Tseraskiy (Ceraski);UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Russie;russe;20;20 ème siècle;??;1849;??;1925;??;141,6;141,6 ° Est;-49;49 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;56;56;33;33;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TSINGER;Cratère;;Nikolaj Y. Tsinger (Zinger);UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Russie;russe;20;20 ème siècle;??;1842;??;1918;??;175,6;175,6 ° Est;56,7;56,7 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-053-M V-053-H3;44;44;26;26;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TSIOLKOVSKI;Cratère;;Konstantin Edouardovitch Tsiolkovskiy;UAI 1973 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Scientifique;Russie;russe;20;20 ème siècle;Ijevskoïe;1857;Kalouga;1935;Professeur de mathématiques. Auteur de la théorie des moteurs-fusées. Inventeur des moteurs-fusées à propergols liquide dont le couple hydrogène/oxygène. Inventeur des fusées à étages, des stations orbitales des colonies spatiales.;128,9;128,9 ° Est;-21,2;21,2 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;III-121-H2 III-121-H1 III-121-M I-117-M I-136-M IV-123-M I-115-M I-102-M;185;185;109;109;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TSU CHUNG-CHI;Cratère;;Tsu Chung-Chi;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Mathématicien;Chine;chinois;5;5 ème siècle:;??;430;??;501;??;145,1;145,1 ° Est;17,3;17,3 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;28;28;16;16;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
TYNDALL;Cratère;;John Tyndall;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Irlande;Irlandais;19;19 ème siècle:;Leighlin Bridge;1820;Hindhead;1893;Nombreux travaux sur le rayonnement thermique, les rayons lumineux, la conductibilité des gaz. Auteur de la théorie de la marche des glaciers par le phénomène de regel de l'eau.;117;117 ° Est;-34,9;34,9 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;18;18;11;11;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
VALIER;Cratère;;Max Valier;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;Allemagne;allemand;20;20 ème siècle;??;1895;??;1930;Concepteur de fusées.;174,5;174,5 ° Est;6,8;6,8 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;II-034-M II-034-H2;67;67;39;39;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
VALLIS PLANCK;Vallée;;Max Karl Ernst Planck;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Allemagne;allemand;20;20 ème siècle;Kiel;1858;Göttingen;1947;Spécialiste en thermodynamique. Inventeur de la notion de quanta et père de la mécanique quantique en 1900. Prix Nobel en 1918. ;126,1;126,1 ° Est;-58,4;58,4 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;IV-008-M;451;10;265;6;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
VALLIS SCHRODINGER;Vallée;;Erwin Schrödinger;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Autriche;autrichien;20;20 ème siècle;Vienne;1887;Vienne;1961;Auteur d'une des équations fondamentales de la physique quantique en 1926. Prix Nobel en 1933.;105;105,0 ° Est;-67;67,0 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;IV-008-M;310;10;182;6;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
VAN DE GRAAFF;Cratère;;Robert Jemison Van de Graaff;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Etats-Unis;américain;20;20 ème siècle;Tuscaloosa;1901;Boston;1967;Inventeur d'un type d'accélérateur de particules en 1930. Auteur de nombreuses études en physique nucléaire.;172,2;172,2 ° Est;-27,4;27,4 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-065-M II-075-M II-033-M;233;233;137;137;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
VAN DEN BERGH;Cratère;;G. Van den Bergh;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Pays-Bas;hollandais;20;20 ème siècle;??;1890;??;1966;??;-159,1;159,1 ° Ouest;31,3;31,3 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;42;42;25;25;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
