NAME;LUN;NAME_TYPE;IAU_TYPE;TYPE;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;LENGTH_KM;WIDE_KM;LENGTH_ARCSEC;HEIGHT_M;RAPPORT;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;
VAVILOV;AA8701S2212269;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Copernician (From -1.1 billions years to present days);Wilhelms and Byrne / 2009;anorth gabbro;Nikolaj Ivanovitch Vavilov;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;biologist;Russia;Russian;20;20 th century;Moscow;1857;Magadan;1943;Author of numerous works on natural selection and cultures acclimatation as that of cereals.;-138.773082;221.226918;138 ° 46 ' West;-0.870116;0.870° South;Farside;South-West;Not determined;98;98;49.1;4152;0.042281729916236;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VEGA;AA454061S632659;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Georg von Vega;Mädler (1837);01/01/1935 00:00:00;Not named;Not named;Not named;Mathematician;Germany;German;18;18 th century;?;1756;?;1802;Author of logarithm tables.;63.265941;63.265941;63 ° 16 ' East;-45.406086;45.406° South;Nearside;South-East;Vallis Rheita region;76;76;36.7;3806;0.051775505670365;Damaged circular formation.;;Slightly steep slopes bearing Peirescus to the East and Fraunhofer E to the North.;Slightly high walls ridden by a crater to the East and Vega B to the South.;Flat floor. Hills.;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor;
VENDELINUS;AA164576S615456;IAU Named formation;AA;Crater;Walled plain;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Godefroid Wendelin;Riccioli (1651);01/01/1935 00:00:00;Longevilli;Not named;Vendelinus;Astronomer;Belgium;Belgian;17;17 th century;?;1580;?;1667;?;61.545611;61.545611;61 ° 33 ' East;-16.457631;16.458° South;Nearside;South-East;Moon East-South-East limb;147;147;70.6;4632;0.032805340285832;Circular formation deformed to the North-East.;;Slopes crushed by Lohse to the North-West by Lamé to the North-East by Holden to the South and bearing Vendelinus F to the South-East.;Slightly high walls ridden by Vendelinus E to the South.;Immense flat floor with numerous craterlets whose Vendelinus H to the North and the trio Vendelinus L Z & Y to the South. Hills and crevices.;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;5;Naked eye;10x binoculars;
VENING MEINESZ;AA1020S1625078;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Felix A. Vening Meinesz;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;geophysicist;Netherlands;Dutch;20;20 th century;Scheveningen;1887;Amersfoort;1966;President of the Geodesics international association on 1933. Author of geophysical theory of mountains origin.;162.507822;162.507822;162 ° 30 ' East;-0.101996;0.102° South;Farside;South-East;Not determined;87;87;44.3;4027;0.045408391156935;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VENTRIS;AA47737S1579669;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Michael G. F. Ventris;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;historian;United Kingdom;British;20;20 th century;?;1922;?;1956;Cretan script decipherer.;157.966872;157.966872;157 ° 58 ' East;-4.77365;4.774° South;Farside;South-East;Not determined;95;95;50.3;4184;0.041539602659865;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VERA;AA263270N3162872;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Vera (ex Prinz A);?;01/01/1976 00:00:00;Not named;Not named;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-43.712768;316.287232;43 ° 43 ' West;26.327028;26.327° North;Nearside;North-West;Region between Oceanus Procellarum and Mare Imbrium;5;5;1.1;448;0.197613372485448;Circular formation with bowl shape. Starting point of Rima Prinz I.;Formerly Prinz A;Slightly steep slopes.;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;11;4 days after First Quarter;3 days after Last Quarter;100;100 mm reflector;200 mm reflector;
VERNADSKIY;AA231139N1304256;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Vladimir Ivanovich Vernadskiy;IAU 1976 ?;01/01/1970 00:00:00;Not known;Not known;Not known;mineralogist;USSR;Soviet;20;20 th century;?;1863;?;1945;?;130.425648;130.425648;130 ° 26 ' East;23.11387;23.114° North;Farside;North-East;Not determined;91;91;45.9;4071;0.044270233670746;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VERNE;AA249533N3346228;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Period source not found;No details;Verne;?;01/01/1976 00:00:00;Not named;Not named;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-25.377152;334.622848;25 ° 23 ' West;24.953256;24.953° North;Nearside;North-West;South part of Mare Imbrium;2;2;0.7;303;0.196848123242036;Isolated circular formation with bowl shape.;;Slightly steep slopes.;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;9;2 days after First Quarter;1 day after Last Quarter;150;150 mm reflector;300 mm reflector;
VERTREGT;AA192999S1711203;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;M. Vertregt;IAU 1970 ?;01/01/1979 00:00:00;Not known;Not known;Not known;chemist;Netherlands;Dutch;20;20 th century;?;1897;?;1973;?;171.120275;171.120275;171 ° 7 ' East;-19.299904;19.300° South;Farside;South-East;Not determined;187;187;86.3;4922;0.028492312901142;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VERY;AA256228N253480;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Copernician (From -1.1 billions years to present days) ?;Period source not found;No details;Frank W. Very (ex Le Monnier B);?;01/01/1973 00:00:00;Not named;Not named;Not named;Astronomer;U. S. A.;American;19;19 th century;?;1852;?;1927;?;25.348046;25.348046;25 ° 21 ' East;25.622761;25.623° North;Nearside;North-East;South-East part of Mare Serenitatis;5;5;2.3;925;0.199035526004422;Isolated circular formation with bowl shape situated on the median part of Dorsa Smirnov.;;Slightly steep slopes.;Slightly high walls.;Rounded floor.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;
VESALIUS;AA32312S1147936;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Andries Van Wesel ou Andreas Vesalius (Dit V‚sale);IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;biologist;Belgium;Belgian;16;16 th century;Brussels;1514;Zante Island;1564;Author of several books on human anatomy. Doctor of Charles Quint on 1544.;114.79362;114.79362;114 ° 48 ' East;-3.231249;3.231° South;Farside;South-East;Not determined;61;61;32.3;3661;0.056638676537459;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VESTINE;AA338710N936785;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Byrne / Personal communication / 2008;No details;Ernest H. Vestine;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;USA;American;20;20 th century;?;1906;?;1968;?;93.678512;93.678512;93 ° 41 ' East;33.870959;33.871° North;Librations zone;North-East;Not determined;96;96;48.9;4147;0.042405540265979;Circular formation situated in the zone of librations.;;Not easily observable.;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor;
VETCHINKIN;AA97685N1310751;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Vladimir P. Vetchinkin;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;USSR;Soviet;20;20 th century;?;1888;?;1950;?;131.075075;131.075075;131 ° 5 ' East;9.768503;9.769° North;Farside;North-East;Not determined;98;98;47.1;4102;0.043505986353486;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VICTORY;LF202000N307000;IAU Named formation;LF;Landing site name;Not determined;Not appliable;Formation period not found;Period source not found;No details;Astronaut-named feature - Apollo 17 site.;IAU;01/01/1973 00:00:00;Not known;Not known;Not known;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;30.7;30.7;30 ° 42 ' East;20.2;20.200° North;Nearside;North-East;Macrobius;0.5;0.5;0.2;99;0.19468467796987;Geological formation on the Apollo 17 landing site.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;5;Five days after New Moon;Four days after Full Moon;999;Not observable;Not observable;
VIETA;AA293106S3034731;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;François Viète;Riccioli (1651);01/01/1935 00:00:00;Not named;Mons Casius;Vieta;Mathematician;France;French;16;16 th century;Fontenay le Comte;1540;Paris;1603;Numerous works in astronomy. Author of a table of trigonometrical functions in 1579. Inventor of the symbolization of the algebra in 1591. Method of approximation of equations roots.;-56.526854;303.473146;56 ° 32 ' West;-29.310631;29.311° South;Nearside;South-West;East of Mare Humorum region;88;88;43.5;4006;0.045964099994965;Circular formation.;;Fairly steep slopes bearing the couple Vieta A & B to the South-West and Fourier to the South-East.;Very high walls ridden to the South by a craterlet.;Extensive tormented floor. Numerous craterlets. Hills and depressions.;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;30;10x binoculars;50 mm refractor;
VIL'EV;AA57561S1443924;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Mikhail Vil'ev;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;chemist;Russia;Russian;20;20 th century;?;1893;?;1919;?;144.392353;144.392353;144 ° 24 ' East;-5.756055;5.756° South;Farside;South-East;Not determined;45;45;22.9;3301;0.072037187474167;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VIRCHOW;AA98789N837658;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Rudolph L. K. Virchow (ex Neper G);?;01/01/1979 00:00:00;Not named;Not named;Not named;Doctor and political man;Germany;German;19;19 th century;Schivelbein;1821;Berlin;1902;Works in pathological anatomy. Creator of the cellular pathology. Political adversary of Bismarck.;83.765808;83.765808;83 ° 46 ' East;9.878853;9.879° North;Librations zone;North-East;Moon East limb;17;17;9.4;2525;0.134146740603121;Circular formation with bowl shape situated in the zone of librations in the arena of Neper.;;Slightly steep slopes.;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor;
VIRTANEN;AA156430N1767368;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Copernician (From -1.1 billions years to present days);Wilhelms and Byrne / 2009;No details;Artturi Ilmari Virtanen;IAU 1970 ?;01/01/1979 00:00:00;Not known;Not known;Not known;chemist;Finland;Finish;20;20 th century;Helsinki;1895;Helsinki;1973;Numerous works in agricultural or feeding chemistry. Nobel laureate on 1945.;176.736761;176.736761;176 ° 44 ' East;15.642981;15.643° North;Farside;North-East;Not determined;44;44;19.8;3160;0.0797128813529;Not observable;Should be shown on Plate 11B not 1B ;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VITELLO;AA304194S3224494;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Erazmus Ciolek Witelo;Schröter (1802);01/01/1935 00:00:00;Bickeri;Not named;Not named;Philosopher mathematician and astronomer;Poland;Polish;13;13 th century;?;1225;?;1290;?;-37.55061;322.44939;37 ° 33 ' West;-30.419352;30.419° South;Nearside;South-West;Schickard crater region;41;41;21.2;3227;0.075925072674963;Circular formation.;;Fairly steep slopes crushed by Lee M to the North-West with craterlet to the South-West.;Slightly high walls.;Tormented floor with internal ring and central mountain.;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor;
VITRUVIUS;AA176627N312797;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Marcus Vitruvius Pollio (dit Vitruve);?;01/01/1935 00:00:00;Cocci;Not named;Not named;Architect;Rome;Roman;-2;2 nd century BC;Rome;about 60 BC;?;?;Author of the alone treaty on architecture during Antiquity.;31.27968;31.27968;31 ° 17 ' East;17.662694;17.663° North;Nearside;North-East;North of Mare Tranquillitatis region;30;30;15.4;2933;0.094804030737607;Circular formation situated to the South of Mons Vitruvius.;Maybe Lower Imbrian;Slightly steep slopes but to the North.;Slightly high walls partially gobbled to the South-West and ridden by a craterlet to the South.;Tormented floor filled with lava. Central hills.;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor;
VITYA;AA383001N3250004;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Latin male name Victor in Russian diminutive form.;IAU;14/06/2012 00:00:00;Not known;Not known;Not known;?;Europe;Russia;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-34.999557;325.000443;34 ° 60 ' West;38.300056;38.300° North;Nearside;North-West;Sinus Iridum;0.2;0.2;0.1;38;0.192870750899238;Geological formation on the Luna 17 landing site.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;10;Three days after First Quarter;Two days after Last Quarter;999;Not observable;Not observable;
